question,answer,intent,label
코로나백신접종확인서 제가 코로나 백신을 맞고 학교에 생기부때문에 코로나 확인서를 내야되는데요 확인서를 어디서 발급하는지도 모르겠고 부모님이 질병관리청에서 그 뭐해가지고하면된다는데 확실하게 알려주세요 최대한빨리요,접종 증명서 발급에 관련한 정책은 다음 링크에서 자세히 알려드릴게요. https://www.korea.kr/news/policyNewsView.do?newsId=148893920,접종 증명서,75
코로나 인후통 증상 9/26일 코로나 검사를 받고 음성이 나왔는데 갑자기 목이 아프더라구요 열은 정상이구요 코로나 증상인가요..?,"코로나 증상은 37.5이상의 고열과 기침, 인후통을 동반합니다. 만약 직접적으로 확진자와 접촉한 사실이 없고 기침, 열이 없으면 코로나 증상으로 보기는 어렵습니다.",경미한 의심증상,2
37.3도 이면 코로나? 의심증상 인가요? 자가격리중인데 코로나일까봐 불안하네요,"코로나 바이러스는 급성호흡기및 폐질환입니다. 일반적인 코로나의 증상은 오한 및 38도 이상의 발열 기침, 가래, 호흡곤란, 목아픔이 있습니다. 검사를 안해보고 증상만으로 코로나 진단을 하는건 불가능 합니다. 코로나 진단건사를 하시려면 1339번이나 가까운 보건소에 방문하시기 바랍니다.",경미한 의심증상,2
코로나 검사 많이 아픈가요? 코로나 검사는 어떻게.하는거에요? 자세히 설명해주세요,"(검체 채취) 검체는 의사, 간호사, 임상병리사가 지정된 장소(선별진료소 등)에서 채취합니다. 필수검체는 상기도 검체이며, 하기도 검체는 가래가 있는 환자에서 채취하며, 검체 채취시 불편감ㆍ통증이 있을 수 있습니다.",검사 과정 질문,55
"코로나 증상 , 콧물 등이 나오고 제가 코가 완전히 뚫렸을 때를 생각 못 해봐서 코 막혔을 때는 미각 후각이 잘 안되구요. 이거 코로나일까요? 오한이나 그런 거 없으면 코로나 아니라는 말도 있고, 코로나는 콧물이 없습니다 이런 말 있기도 한데, 그냥 정확한 증상이나 그런 것좀 알려주세요ㅜ","코로나 바이러스는 급성호흡기및 폐질환입니다. 일반적인 코로나의 증상은 오한및 38도 이상의 발열 기침, 가래, 호흡곤란, 목아픔이 있습니다. 검사를 안해보고 증상만으로 코로나 진단을 하는건 불가능 합니다. 코로나 진단건사를 하실려면 1339번이나 가까운 보건소에 방문하시기 바랍니다.",증상 질문,0
코로나 19집단면역하고 위드코로나하고 같나요?,위드코로나는 코로나를 특별한 질병으로 취급하지 않고 독감과 같이 대하겠다는 것입니다. 그래서 기존의 거리두기 수칙을 완화할수 있게 됩니다. 비수도권 지역 같은 경우에 현재 사적모임 12명까지 가능합니다. 단 미접종자는 최대 4명까지.,위드코로나,26
"코로나 걸린건가요? , 재채기도 나오면서 머리도 아프고 귀쪽부분이 아프길래 오늘 이비인후과를 다녀왔는데 중이염이라네요 근데 집에 돌아와서 밥을 먹으려고 보니까 자극적인 냄새 말고는 냄새가 안나요.. 코가 막혀서 안나는건지 코로나여서 안나는건지.. 열은 미열 있고 인후통 살짝 있어요 코로나 확진인가요ㅠ","코로나 바이러스는 급성호흡기및 폐질환입니다. 일반적인 코로나의 증상은 오한 및 38도 이상의 발열 기침, 가래, 호흡곤란, 목아픔이 있습니다. 검사를 안해보고 증상만으로 코로나 진단을 하는건 불가능 합니다. 코로나 진단건사를 하시려면 1339번이나 가까운 보건소에 방문하시기 바랍니다.",경미한 의심증상,2
코로나 19 백신 예약 안녕하세요. 코로나 19 백신 예약 접종을 3일 전에 했는데 대학병원 외래 및 시술 때문에 예약을 변경해야되는 상황이어서 코로나 백신 예약한 것을 방금 취소했습니다. 8월 20일날 다시 예약하는 게 가능할까요? 아예 4분기 예방접종을 기다려야하는 걸까요?,백신 접종과 관련된 상세한 내용은 다음 링크에서 확인 가능합니다. https://www.seoul.go.kr/coronaV/coronaStatus.do?menu_code=41,백신접종 시기,70
코로나 증상 어제부터 목이 아팠는데 오늘은 열도 좀 나는 거 같아요 혹시 이거 코로나일 수도 있나요? 코로나 증상에 인후통-발열 이 순서로 나타날 수도 있는건가요?,"코로나 바이러스는 급성호흡기및 폐질환입니다. 일반적인 코로나의 증상은 오한 및 38도 이상의 발열 기침, 가래, 호흡곤란, 목아픔이 있습니다. 검사를 안해보고 증상만으로 코로나 진단을 하는건 불가능 합니다. 코로나 진단건사를 하시려면 1339번이나 가까운 보건소에 방문하시기 바랍니다.",경미한 의심증상,2
코로나 상생소비지원금 1. 코로나 상생소비지원금은 저번에 재난지원금 못받은 사람들이 다 받을 수 있는 건가요? 2. 만약 상생소비지원금을 받았는데 집이 경기도 성남인데 수원에서 쓸 수 있는 건가요? 3. 코로나 상생소비지원금으로 수원 빕스 사용할 수 있는 건가요?,코로나 상생지원금과 관련된 내용은 다음 링크에서 자세히 확인하실 수 있습니다. http://xn--jj0bw12auzbhdy1be5unkf.kr/%EC%83%81%EC%83%9D%EC%86%8C%EB%B9%84%EC%A7%80%EC%9B%90%EA%B8%88%EA%B0%9C%EC%9A%94.html,상생지원금,82
코로나증상 최대한빨리요 코로나증상에 이명도있나요..? 지금 37.8도에 목이붓고 코도 막히고 무엇보다도 귀에서 이상한소리가 멈추지않고 계속나고.. 이증상이 끝인데 코로나일까요..,"코로나 바이러스는 급성호흡기및 폐질환입니다. 일반적인 코로나의 증상은 오한 및 38도 이상의 발열 기침, 가래, 호흡곤란, 목아픔이 있습니다. 검사를 안해보고 증상만으로 코로나 진단을 하는건 불가능 합니다. 코로나 진단건사를 하시려면 1339번이나 가까운 보건소에 방문하시기 바랍니다.",증상 질문,0
"저 코로나인가요?ㅠ 이때까지 어디 안 가고 학교 집만 반복했던 학생인데요ㅠㅠ 저희 동네에 코로나 확진자도 계속 안나와서 코로나가 아닌가 하고 걱정이 됩니다ㅠㅠ 이 외의 증상으로는 콧물, 기침 정도가 있는 것, 환절기마다 크게 몸살감기가 오긴 했었는데 시기가 이렇다보니 걱정이 되네요ㅠㅠ 저 코로나일까요?","코로나 바이러스는 급성호흡기및 폐질환입니다. 일반적인 코로나의 증상은 오한 및 38도 이상의 발열 기침, 가래, 호흡곤란, 목아픔이 있습니다. 검사를 안해보고 증상만으로 코로나 진단을 하는건 불가능 합니다. 코로나 진단건사를 하시려면 1339번이나 가까운 보건소에 방문하시기 바랍니다.",증상 질문,0
코로나에 대해서.. 저는 초등학생 6학년 학생인데요..오늘 친오빠가 코로나 양성 판정을 받았어요..부모님이랑 저는 내일 검사결과가 나오는데 부모님은 걸릴 가능성이 높아요..만약 제가 코로나 걸리면 집에서 격리하나요? 초등학생도 병원이나 격리시설에 가나요??,확진자는 경우에 따라 재택치료 또는 생활센터 치료로 나누어 진행됩니다. 자세항 사항은 다음 링크에서 확인 가능합니다. https://4honey-plant.tistory.com/106,확진자 자가격리,64
코로나 증상인가요? 설사만 하는데 코로나증상인가요?,"코로나 바이러스는 급성호흡기및 폐질환입니다. 일반적인 코로나의 증상은 오한 및 38도 이상의 발열 기침, 가래, 호흡곤란, 목아픔이 있습니다. 검사를 안해보고 증상만으로 코로나 진단을 하는건 불가능 합니다. 코로나 진단건사를 하시려면 1339번이나 가까운 보건소에 방문하시기 바랍니다.",증상 질문,0
위드코로나 ? 코로나를 이기기 위한 고육지책이 일부 망나니들 때문에 영원히 코로나와 함께 살면서 고생하는 거 아닐까요 ? 정말 많은 사람이 방역에 노력하고 협조하는데 ??,죄송해요 무슨 말씀인지 이해하기 어려워요. 다른 형태로 질문을 해주시겠어요?,알수없음,84
"코로나는 아니겠죠? 지금 체온이 36.8~37.3 왔다갔다하는데요 코로나는 아니겠죠? 막 기침이나 콧물 목아프거나 따갑거나 근육통 호흡곤란, 무증상코로나는 아니겠죠? 36.8~37.3 이면 열이 있는건가요? 무증상 코로나는 아니겠죠? 어제부터 이러더라구요 진짜 요즘같은시국에 아프면 안되는데요","코로나는 감기와 비슷하여 구분하기가 어렵습니다. 일단 코로나의 첫번째 증상은 발열입니다. 38도 이상의 발열증상이 있을 경우 코로나일 가능성이 높으며, 시간이 지날수록 기침, 구토 및 설사, 어지럼증과 같은 증상들이 나타납니다. 검사를 먼저 받으시길 권해드립니다.",주의단계 의심증상,3
국내여행 코로나 검사 저가 수도권에 살고있는데여. 안동으로 내려가려 하는데 코로나 검사 해야하나여.,"타지역 방문 사실까지 방역 당국이 파악하는 건 불가능합니다. 또 타지역 방문이 필연적인 코로나19 감염을 의미하는 것도 아니므로 그 경우에는 당연히 자발적인 검사입니다. 다만 방문했던 곳에 코로나19 확진자 발생 문자를 받으시거나 (확진자와 동선 겹침) 또는 확진자와 접촉한 경우에는 꼭, 검사를 받으시길 권해드립니다.",코로나 검사 타지역,10
"코로나 증상 현재 저의 증상이 목 간지러움, 목 간지러움으로 인한 기침, 미열 (37.8까지 올랐고 현재는 37.0까지 떨어진상태) 이정도인데 코로나 확진 가능성이 있을까요? 22일 3시쯤 코로나 검사했어요","코로나는 감기와 비슷하여 구분하기가 어렵습니다. 일단 코로나의 첫번째 증상은 발열입니다. 38도 이상의 발열증상이 있을 경우 코로나일 가능성이 높으며, 시간이 지날수록 기침, 구토 및 설사, 어지럼증과 같은 증상들이 나타납니다. 검사를 먼저 받으시길 권해드립니다.",주의단계 의심증상,3
코로나 증상 2일 만에? 나는데 코로나이려나요? 식당이 야외인데 좀 추웠는데 그래서 그런건가 백신 2차 접종하고 2주 지났고 최근에 일이 바빠서 좀 못 쉬기도 했어요 이틀만에 코로나 증상이,"코로나 바이러스는 급성호흡기및 폐질환입니다. 일반적인 코로나의 증상은 오한 및 38도 이상의 발열 기침, 가래, 호흡곤란, 목아픔이 있습니다. 검사를 안해보고 증상만으로 코로나 진단을 하는건 불가능 합니다. 코로나 진단건사를 하시려면 1339번이나 가까운 보건소에 방문하시기 바랍니다.",증상 질문,0
"코로나 증상 지금 콧물이 조금씩 계속 나오고 머리도 살짝 아픈데 열재는 게 없어서 온도는 모르겠구요 기침이 계속 나와요 ㅠ 목도 칼칼한게 아프고 코로나, 먹어도 맛이 조금씩 느껴지더라구요 국 간도 잘 안 느껴지고 이거 코로나 증상 인가요?","근육통, 두통, 인후통, 후각·미각소실 - 그 외에 피로, 식욕감소, 가래, 소화기증상(오심, 구토, 설사 등), 혼돈, 어지러움, 콧물이나 코막힘, 객혈, 흉통, 결막염, 피부 증상 등이 다양하게 나타남 코로나는 증상이 다양해요. 질문자님은 코로나 가능성 떨어져요. 하지만 검사 한번 받아보시길 권해드려요. 경과 보세요.",경미한 의심증상,2
코로나 검사 받는데 돈 드나요 백신은 화이자 1차까지 맞았어요,"코로나 검사의 경우 사회적거리두기 2단계 이상 시(또는 별도 공지 기간), 역학적 연관성이나 증상 유무와 관계없이 코로나 19 진단검사가 가능합니다. ◈ 현재 선별진료소에서의 코로나 검사는 무료이며, 선별진료소가 아닌 병원 등에서는 검사가 유로로 진행되고 있습니다.",코로나 검사 비용,13
"위드 코로나로 바꼈잖아요 그럼 코노, 피씨방, 실내체육장? 같은 곳들은 백신 맞은 사람들이랑 코로나 검사 받고 음성 확인 체크해야 들어갈 수 있는 건가요",실내 체육시설은 백신패스 제도가 적용되고 있습니다. 다음과 같은 사람이 이용 가능합니다. 1. 접종완료자 2.PCR 음성확인서 소지자 3. 18세 이하 4. 확진 후 완치자 5. 불가피한 사유에 의한 접종 불가자,실내 체육시설,65
무직 코로나지원금 받을수잇나요 개인적인사정으로 회사를 그만둔지 4달정도됏는데 저번주에 코로나 양성판정받고 병원에잇습니다 무직도 코로나 지원금을 받을수잇나요,코로나 상생지원금과 관련된 내용은 다음 링크에서 자세히 확인하실 수 있습니다. http://xn--jj0bw12auzbhdy1be5unkf.kr/%EC%83%81%EC%83%9D%EC%86%8C%EB%B9%84%EC%A7%80%EC%9B%90%EA%B8%88%EA%B0%9C%EC%9A%94.html,상생지원금,82
엊그제부터 약간 미열이 있고 인후통도 좀 있고 오한이 좀 있었어요 근데 오늘 아침에 열을 재니까 39도에요 혹시 코로나 증상인가요?,"코로나는 감기와 비슷하여 구분하기가 어렵습니다. 일단 코로나의 첫번째 증상은 발열입니다. 38도 이상의 발열증상이 있을 경우 코로나일 가능성이 높으며, 시간이 지날수록 기침, 구토 및 설사, 어지럼증과 같은 증상들이 나타납니다. 검사를 먼저 받으시길 권해드립니다.",주의단계 의심증상,3
"재채기,코막힘과 목부터 아팠고 그뒤에 열나고 열과 몸이 아픈데 확진인걸 까요? 피로감은 많지는 않습니다. 코로나 인걸 까요?","근육통, 두통, 인후통, 후각·미각소실 - 그 외에 피로, 식욕감소, 가래, 소화기증상(오심, 구토, 설사 등), 혼돈, 어지러움, 콧물이나 코막힘, 객혈, 흉통, 결막염, 피부 증상 등이 다양하게 나타남 코로나는 증상이 다양해요. 질문자님은 코로나 가능성 떨어져요. 하지만 검사 한번 받아보시길 권해드려요. 경과 보세요.",경미한 의심증상,2
위드 코로나가 뭐죠? 위드코로나가 뭔가요? 뭘말하나요?,위드코로나는 코로나가 우리 일상에 함께 산다는 것을 의미해요. 코로나와 함께 사는 방법을 알아가는 단계라고 보시면 될것 같습니다.,위드코로나,26
"코로나 백신 접종 예약 40대 질문 안녕하세요? 코로나 백신 접종 예약 40대 질문입니다. 지금 예약 하고 있는데, 코로나 백신 접종 예약 40대는 안되네요? 순서가 따로 있나요? 만약 그렇다면 코로나 백신 접종 예약 40대는 언제 맞을 수 있나요?",백신 접종과 관련된 상세한 내용은 다음 링크에서 확인 가능합니다. https://www.seoul.go.kr/coronaV/coronaStatus.do?menu_code=41,백신접종 시기,70
코로나 결석 제가 화요일에 코로나 검사를 받고 화 수 이렇게 빠졌는데 내일 코로나 목요일에 코로나 검사를 받고 목 금 또 빠질수 있나요?,죄송해요 무슨 말씀인지 이해하기 어려워요. 다른 형태로 질문을 해주시겠어요?,알수없음,84
코로나 완치자 친구가 코로나에 걸렸었다가 나았는데 어쩌다가 놀기로 약속을 잡았어요..근데 코로나가 완전히 사라지는건 아니고 면연력이 안 좋아지면 다시 나타나는거라고 하더라구요? 코로나 확진자였다가 나은 친구랑 놀면 저도 코로나 걸릴 수 있나요..?,죄송해요 무슨 말씀인지 이해하기 어려워요. 다른 형태로 질문을 해주시겠어요?,알수없음,84
"코로나, 사스 코로나 바이러스와 사스바이러스가 관계가 있나요? 네이버 지식인에 코로나바이러스를 검색했는데 사스바이러스가 떠서요…",죄송해요 무슨 말씀인지 이해하기 어려워요. 다른 형태로 질문을 해주시겠어요?,알수없음,84
"미국 입국시 코로나검사지 8월23일 월요일출발입니다 다만, 코로나검사는 72시간 즉 3일이내로 한 검사만 유효하다고 알고있는데 저 같은 경우는 어떻게하죠…? 목요일에 검사받아야 최소, 결과지 금요일에수령하고 월요일 아침비행기로 떠날수있는데 출국 전 주 목요일에 코로나 검사를 받을시 4일 이상이 걸려서요…",구비 서류 및 준비사항 - 모든 승객 출발 3일 이내 발급 받은 코로나19 음성 확인서 제출 필수. 코로나19 음성확인서 제출 및 추가 검사 실시 후 격리기간 단축 가능.,여행시 검사,47
"코로나 증상 순서 코로나 일까봐 너무 무서워요, 그저께부터 오늘까지 증상인데 코로나 의심 해봐야할까요ㅠㅠ 아까 코로나 검사하고는 왔는데ㅠㅠ 목 부음 - 콧물,재채기 - 코 막힘 - 고열(38.4도) - 기침 지금은 목 안아픈데 자꾸 기침이 나와서ㅠㅠ","코로나는 감기와 비슷하여 구분하기가 어렵습니다. 일단 코로나의 첫번째 증상은 발열입니다. 38도 이상의 발열증상이 있을 경우 코로나일 가능성이 높으며, 시간이 지날수록 기침, 구토 및 설사, 어지럼증과 같은 증상들이 나타납니다. 검사를 먼저 받으시길 권해드립니다.",주의단계 의심증상,3
코로나 자가격리 지원금 부산 제가 7월 14일부터 코로나 확진이되서 격리하고 완치되소 나왔는데 이번에 동선이겹쳐서 8월 6일부터 2주격리가 되었습니다 근데 코로나 격리자원금 받을수있나요? 내공 100겁니다,코로나 자가격리 대상자 기준 / 코로나 자가격리 생활수칙 [가족 동거인 포함] / 자가격리 지원금 규모 / 생활지원비 신청 / 지원금 제외 대상 / 자가격리 위반시 처벌의 자세한 정보는 다음 링크에 있습니다. https://procondition99.tistory.com/668,자가격리 수칙,67
코로나 백신 예약 조회 예약 번호 확인하려고 코로나 백신 예약 조회했더니 안나오네요? 인터넷으로는 코로나 백신 예약 조회 못하나요? 아니면 앱으로 코로나 백신 예약 조회 가능한가요? 자세히 좀 알려주세요!,[코로나 백신 예약번호 조회] 코로나 백신 예약 후 예약번호 조회 확인은 코로나19 백신사전예약 홈페이지 또는 질병관리청 COOV(코로나19 전자예방접종증명서) 앱 설치 후 상단의 '코로나19 예방접종 예약서비스 > 예방접종'란으로 이동하시면 상세 예약 일정 및 예약 번호 확인이 가능합니다.,백신 예약 확인,81
"코로나 증상인가요 , 반팔 입고 자고, 최근 일주일간에 좀 얇게 입고 다녔는데 그것 때문에 그런지 아니면 어제 떡볶이를 먹고 마스크를 잘 쓰 고 돌아다녔는데도 코로나인지 지금 목이 간지럽고 마른 기침을 해요 목에 가래 낀 듯 답답해요 다른 증상은 없구요 이거 코로나 증상인가요..?","근육통, 두통, 인후통, 후각·미각소실 - 그 외에 피로, 식욕감소, 가래, 소화기증상(오심, 구토, 설사 등), 혼돈, 어지러움, 콧물이나 코막힘, 객혈, 흉통, 결막염, 피부 증상 등이 다양하게 나타남 코로나는 증상이 다양해요. 질문자님은 코로나 가능성 떨어져요. 하지만 검사 한번 받아보시길 권해드려요. 경과 보세요.",경미한 의심증상,2
중국 코로나 전 상황 중국의 코로나 전 상황과 후 상황을 알고싶어요 빨ㄹ리 주세용,죄송해요 무슨 말씀인지 이해하기 어려워요. 다른 형태로 질문을 해주시겠어요?,알수없음,84
코로나 일까요… 어제 친구랑 잠깐 만나서 이야기 하려고 공원에 갔습니다. 근데 그 친구가 어제 밤에 코로나 확진이라고 결과가 나왔더라구요. 어제 밤에 잘때 불안해하면서 잤는데 오늘 아침에 일어나니까 머리가 아파서 열을 재봤는데 37.8도가 나왔어요. 그래서 오늘 검사받았는데 코로나 확진일까요…,코로나19가 확진된 지인분들과 밀접한 접촉이 있었기 때문에 그동안 바이러스에 노출이 되었을 가능성이 있습니다. 코로나 검사를 한번 받아보시길 권합니다.,치명적인 의심정황,4
"코로나 자가격리 지원금 제가 코로나 자가격리로 인해서 6.5일 연차를 사용했는데요, 6.5일동안 회사 안나감. 집에서 자택근무 안함 6.5일 뒤 출근하여 개인 연차사용 (올해 연차가 없어서 내년 연차 미리차감) 이런경우, 코로나 자가격리 지원금 대상자로",코로나 자가격리 대상자 기준 / 코로나 자가격리 생활수칙 [가족 동거인 포함] / 자가격리 지원금 규모 / 생활지원비 신청 / 지원금 제외 대상 / 자가격리 위반시 처벌의 자세한 정보는 다음 링크에 있습니다. https://procondition99.tistory.com/668,자가격리 수칙,67
어린이 코로나 백신 예약 어린이 코로나 백신 예약하려고 하는데 기간이 지났더라고요 그럼 어떻게 예약해야하나요?,[코로나 백신 예약번호 조회] 코로나 백신 예약 후 예약번호 조회 확인은 코로나19 백신사전예약 홈페이지 또는 질병관리청 COOV(코로나19 전자예방접종증명서) 앱 설치 후 상단의 '코로나19 예방접종 예약서비스 > 예방접종'란으로 이동하시면 상세 예약 일정 및 예약 번호 확인이 가능합니다.,백신 예약 확인,81
"코로나 증상 , 목도 아파서 침도 못삼키고 재채기도 자주 하고 그래서 약 먹고 잤는데 오늘은 목은 안 아픈데 콧물하고 코 막히고 열이 37.3도로 미열이 있어요 그리고 으슬으슬해요 머리도 약간 어지러운데 코로나인가요? 내일 검사를 받으려고 하는데 학교는 코로나 검사하러 간다고 하면 인정결석인가요?","근육통, 두통, 인후통, 후각·미각소실 - 그 외에 피로, 식욕감소, 가래, 소화기증상(오심, 구토, 설사 등), 혼돈, 어지러움, 콧물이나 코막힘, 객혈, 흉통, 결막염, 피부 증상 등이 다양하게 나타남 코로나는 증상이 다양해요. 질문자님은 코로나 가능성 떨어져요. 하지만 검사 한번 받아보시길 권해드려요. 경과 보세요.",경미한 의심증상,2
"코로나 의심증상 아니 저는 일단 중학교 1학년 여학생이구여 지금 기침이 갑자기 계속 나고 가래도 좀 끼는거 같아요 목은 안아픈데 이거 코로나 의심증상 아닌가요??, 가뜩이나 학교에서 친구가 소화도 안되고 목도 아프다고 어제 병원도 갔고 오늘도 다른친구가 목이 좀 아프다고 해여 너무 걱정되는데 코로나일까요","근육통, 두통, 인후통, 후각·미각소실 - 그 외에 피로, 식욕감소, 가래, 소화기증상(오심, 구토, 설사 등), 혼돈, 어지러움, 콧물이나 코막힘, 객혈, 흉통, 결막염, 피부 증상 등이 다양하게 나타남 코로나는 증상이 다양해요. 질문자님은 코로나 가능성 떨어져요. 하지만 검사 한번 받아보시길 권해드려요. 경과 보세요.",경미한 의심증상,2
"코로나19 치료제를 조사한 것 중에 핵산 복제 방지와 관련한 치료제의 종류와 작용 방식을 적어주세요 코로나19 치료제 중에 인간의 세포막과, 적어주세요 코로나19 치료제 중에 싸이토카닌(면역폭발) 폭풍 방지와 관련한 조사 내용을 적어주세요 코로나19 치료제 중에 항체치료제와 관련한",죄송해요 무슨 말씀인지 이해하기 어려워요. 다른 형태로 질문을 해주시겠어요?,알수없음,84
유럽 코로나 유럽에서 코로나 제일 안전한 나라 어디에요?,죄송해요 무슨 말씀인지 이해하기 어려워요. 다른 형태로 질문을 해주시겠어요?,알수없음,84
이거 코로나 아니겠죠? 며칠전부터 머리가 계속 아파왔는데요. 심하게 아프진 않구요.. 뭐 조금? 머리 아픈 것(두통)도 코로나 증상에 포함이죠?? 코로나 아닐까 의심됩니다. 빠른 답변 기다립니다ㅠ,"근육통, 두통, 인후통, 후각·미각소실 - 그 외에 피로, 식욕감소, 가래, 소화기증상(오심, 구토, 설사 등), 혼돈, 어지러움, 콧물이나 코막힘, 객혈, 흉통, 결막염, 피부 증상 등이 다양하게 나타남 코로나는 증상이 다양해요. 질문자님은 코로나 가능성 떨어져요. 하지만 검사 한번 받아보시길 권해드려요. 경과 보세요.",경미한 의심증상,2
위드코로나 농구골대 위드코로나 전에는 농구골대가 다 없어져 있던데 위드코로나 되면서 농구골대 다시 다나요?,죄송해요 무슨 말씀인지 이해하기 어려워요. 다른 형태로 질문을 해주시겠어요?,알수없음,84
코로나 백신 제가 12에 백신을 맞는데요 백신 맞기전에 코로나 검사를 하나요? 혹시 코로나 잠복기간동안에 백신을 맞으면 효과가 있나요?,죄송해요 무슨 말씀인지 이해하기 어려워요. 다른 형태로 질문을 해주시겠어요?,알수없음,84
코로나 증상 하루 전 부터 코가 막히고 목도 아프고 콧물도 나왔는데 오늘은 열도 조금 나는데 코로난가요?,"근육통, 두통, 인후통, 후각·미각소실 - 그 외에 피로, 식욕감소, 가래, 소화기증상(오심, 구토, 설사 등), 혼돈, 어지러움, 콧물이나 코막힘, 객혈, 흉통, 결막염, 피부 증상 등이 다양하게 나타남 코로나는 증상이 다양해요. 질문자님은 코로나 가능성 떨어져요. 하지만 검사 한번 받아보시길 권해드려요. 경과 보세요.",경미한 의심증상,2
코로나 밀접촉자가 코로나 검사를 했을때 음성이 나와도 2주 격리를 해야 하나요?,코로나 밀접접촉자 분들은 코로나 검사에서 음성이 나와도 2주간 자가격리됩니다.,밀접접촉자 음성,66
"군대 코로나 백신 접종 제가 10월 입소인데, 군대 코로나 백신 안맞으면 입소가 불가하나요. 말들이 달라서 군대 코로나 백신 맞고가야할지 안맞고 가야할지 좀 고민인데, 10월 초라 지금 2차까지 맞기 되게 애매한 상황이거든요 ㅠㅠㅠ 훈련소 지금 어떤지 아시나요? #군대코로나백신 #군대백신접종 #훈련소백신 #군입대","접종유무에 상관없이 2주간 격리입니다. 1주차에 코로나 검사해서 음성이 나오면 정밀 신검, 보급품 수령 등을 진행하고, 2주차에 격리후 실시될 야외훈련에 대한 이론교육 진행하고, 3주차부터 본격적인 야외훈련진행합니다. 유튜브 한번 보세요. https://youtu.be/wggsVBrlarI",코로나 입소,46
위드코로나 시행하고 확진자 몇명이 나오든간에 위드코로나는 계속 유지하는건가요?,"위드코로나 중단조건을 보면 중환자실, 입원병상 가동률이 75%를 넘거나, 주간 평가 결과가 위험도 '매우 높음'인 경우 등의 상황에서 '비상 계획'을 발동한다고 밝혔습니다. 상세한 정보는 다음 링크에서 확인 가능합니다. http://www.ggilbo.com/news/articleView.html?idxno=881787",위드코로나 중단 조건,32
위드코로나는 좋은건가요..? 위드코로나가 되면 마스크를 쓰지 않아도 되나요?,위드코로나는 코로나를 특별한 질병으로 취급하지않고 코로나 이전의 삶으로 돌아가는 체제라고 보시면됩니다. 비수도권 지역 같은 경우에 현재 사적모임 12명까지 가능합니다. 단 미접종자는 최대 4명까지.,위드코로나,26
"코로나19 백신 맞고 독감 백신 제가 뒤늦게 코로나19 백신(화이자 1차)을 10월19일에 맞았습니다. 그런데 회사에서 독감 백신도 따로 맞으라고 하는데 회사 지정 병원이 따로 있고, 날짜는 28일까지 맞아야한답니다.. 코로나 백신접종하고 독감 백신을 바로 맞아도 상관없을지요 아니면 어느정도 간격을 두고 맞아야하나요?","코로나19 백신 맞고 독감 백신 비공개채택률91%마감률93% 제가 뒤늦게 코로나19 백신(화이자 1차)을 10월19일에 맞았습니다. 그런데 회사에서 독감, 코로나 백신접종하고 독감 백신을 바로 맞아도 상관없을지요 아니면 어느정도 간격을 두고 맞아야하나요? = 간격 안두고 그냥 맞아도 된다,  2021.10.23.",접종 간격,7
"먹는 코로나 치료제 질문 화이자, 머크와 같은 기업에서 먹는 코로나 치료제, 즉 경구용 코로나 치료제를 개발하고 있는데요. 이전에 신종플루를 극복한 타미플루 같이, FDA 승인도 받고 상용화가 된다면, 앞으로 코로나 종식의 가능성이 생기는 걸까요? 화이자, 머크에서 나온 먹는 코로나 치료제에 대해 설명 부탁드릴게요.",죄송해요 무슨 말씀인지 이해하기 어려워요. 다른 형태로 질문을 해주시겠어요?,알수없음,84
"코로나 증상 인가요? , 제가 원래 목에 가래가 잘 끼는데(코로나 전부터) 갑자기 가래도 사라지고 목이 엄청 바짝 마르는 느낌이에요. 목소리 크게 내기도 힘들어요,. 걱정이되서 검사받으러 갔다왔긴 한데 혹시 코로나 일까요? 학생이라 아직 백신은 안 맞았구요. 곧 맞을 예정이었어요 ㅠㅠ","근육통, 두통, 인후통, 후각·미각소실 - 그 외에 피로, 식욕감소, 가래, 소화기증상(오심, 구토, 설사 등), 혼돈, 어지러움, 콧물이나 코막힘, 객혈, 흉통, 결막염, 피부 증상 등이 다양하게 나타남 코로나는 증상이 다양해요. 질문자님은 코로나 가능성 떨어져요. 하지만 검사 한번 받아보시길 권해드려요. 경과 보세요.",경미한 의심증상,2
코로나 질문 병원에서 폐렴 진단을 받았는데 코로나 확진일 경우가 높을까요? 코로나 검사 기다리는 중입니다,"코로나는 감기와 비슷하여 구분하기가 어렵습니다. 일단 코로나의 첫번째 증상은 발열입니다. 38도 이상의 발열증상이 있을 경우 코로나일 가능성이 높으며, 시간이 지날수록 기침, 구토 및 설사, 어지럼증과 같은 증상들이 나타납니다. 검사를 먼저 받으시길 권해드립니다.",주의단계 의심증상,3
코로나19 제가 11월1일 밤부터 열이나고 계속아파서 병원을갓다가 약을먹고 이제 몸은괜찮아졋는데 냄새가 안나고 맛이 안느껴져서 코로나검사를 받고 11월9일날 확진을 받았는데 지금은 격리 시설에 있지만 11월1일부터 코로나엿다고 치면 지금쯤 코로나 완치가 됬지않을까요,죄송해요 무슨 말씀인지 이해하기 어려워요. 다른 형태로 질문을 해주시겠어요?,알수없음,84
